call_id,category,precision,recall,f1_score,true_positives,false_positives,false_negatives
customer_success_001,pricing_mentions,1.0,1.0,1.0,0,0,0
customer_success_001,competitor_mentions,1.0,1.0,1.0,1,0,0
customer_success_001,next_steps,0.333,0.5,0.4,1,2,1
recruitment_001,objections,0.5,1.0,0.667,1,1,0
recruitment_001,pricing_mentions,0.0,0.0,0.0,0,2,1
recruitment_001,competitor_mentions,1.0,1.0,1.0,1,0,0
recruitment_001,next_steps,0.667,1.0,0.8,2,1,0
callcenter_001,objections,1.0,1.0,1.0,1,0,0
callcenter_001,pricing_mentions,0.5,1.0,0.667,1,1,0
callcenter_001,competitor_mentions,1.0,1.0,1.0,0,0,0
callcenter_001,next_steps,0.0,0.0,0.0,0,1,1
b2b_saas_call_01,objections,0.333,1.0,0.5,1,2,0
b2b_saas_call_01,pricing_mentions,0.5,1.0,0.667,1,1,0
b2b_saas_call_01,competitor_mentions,0.5,1.0,0.667,1,1,0
b2b_saas_call_01,next_steps,0.5,1.0,0.667,1,1,0
b2b_saas_call_02,objections,1.0,1.0,1.0,1,0,0
b2b_saas_call_02,pricing_mentions,0.0,0.0,0.0,0,1,1
b2b_saas_call_02,competitor_mentions,1.0,1.0,1.0,0,0,0
b2b_saas_call_02,next_steps,0.5,1.0,0.667,1,1,0
b2b_saas_call_03,objections,0.333,1.0,0.5,1,2,0
b2b_saas_call_03,pricing_mentions,0.333,1.0,0.5,1,2,0
b2b_saas_call_03,competitor_mentions,1.0,1.0,1.0,0,0,0
b2b_saas_call_03,next_steps,0.5,1.0,0.667,1,1,0
b2b_saas_call_04,objections,0.5,1.0,0.667,1,1,0
b2b_saas_call_04,pricing_mentions,0.5,1.0,0.667,1,1,0
b2b_saas_call_04,competitor_mentions,1.0,1.0,1.0,0,0,0
b2b_saas_call_04,next_steps,0.5,1.0,0.667,1,1,0
b2b_saas_call_05,objections,0.5,1.0,0.667,1,1,0
b2b_saas_call_05,pricing_mentions,0.5,1.0,0.667,1,1,0
b2b_saas_call_05,competitor_mentions,0.5,1.0,0.667,1,1,0
b2b_saas_call_05,next_steps,0.5,1.0,0.667,1,1,0
b2b_saas_call_06,objections,1.0,1.0,1.0,1,0,0
b2b_saas_call_06,pricing_mentions,0.5,1.0,0.667,1,1,0
b2b_saas_call_06,competitor_mentions,1.0,1.0,1.0,0,0,0
b2b_saas_call_06,next_steps,0.5,1.0,0.667,1,1,0
b2b_saas_call_07,objections,0.333,1.0,0.5,1,2,0
b2b_saas_call_07,pricing_mentions,0.5,1.0,0.667,1,1,0
b2b_saas_call_07,competitor_mentions,1.0,1.0,1.0,0,0,0
b2b_saas_call_07,next_steps,0.5,1.0,0.667,1,1,0
b2b_saas_call_08,objections,0.333,1.0,0.5,1,2,0
b2b_saas_call_08,pricing_mentions,0.333,1.0,0.5,1,2,0
b2b_saas_call_08,competitor_mentions,0.5,1.0,0.667,1,1,0
b2b_saas_call_08,next_steps,0.25,1.0,0.4,1,3,0
b2b_saas_call_09,objections,1.0,1.0,1.0,1,0,0
b2b_saas_call_09,pricing_mentions,0.5,1.0,0.667,1,1,0
b2b_saas_call_09,competitor_mentions,1.0,1.0,1.0,0,0,0
b2b_saas_call_09,next_steps,0.5,1.0,0.667,1,1,0
support_telecom_call_01,objections,0.333,1.0,0.5,1,2,0
support_telecom_call_01,pricing_mentions,0.5,1.0,0.667,1,1,0
support_telecom_call_01,competitor_mentions,1.0,1.0,1.0,0,0,0
support_telecom_call_01,next_steps,0.0,0.0,0.0,0,0,1
support_telecom_call_02,objections,0.333,1.0,0.5,1,2,0
support_telecom_call_02,pricing_mentions,0.5,1.0,0.667,1,1,0
support_telecom_call_02,competitor_mentions,0.5,1.0,0.667,1,1,0
support_telecom_call_02,next_steps,0.25,1.0,0.4,1,3,0
support_telecom_call_03,objections,1.0,1.0,1.0,1,0,0
support_telecom_call_03,pricing_mentions,0.5,1.0,0.667,1,1,0
support_telecom_call_03,competitor_mentions,1.0,1.0,1.0,0,0,0
support_telecom_call_03,next_steps,0.5,1.0,0.667,1,1,0
support_telecom_call_04,objections,0.5,1.0,0.667,1,1,0
support_telecom_call_04,pricing_mentions,1.0,1.0,1.0,1,0,0
support_telecom_call_04,competitor_mentions,1.0,1.0,1.0,1,0,0
support_telecom_call_04,next_steps,0.0,0.0,0.0,0,0,1
support_telecom_call_05,objections,0.333,1.0,0.5,1,2,0
support_telecom_call_05,pricing_mentions,0.5,1.0,0.667,1,1,0
support_telecom_call_05,competitor_mentions,1.0,1.0,1.0,0,0,0
support_telecom_call_05,next_steps,0.0,0.0,0.0,0,0,1
support_telecom_call_06,objections,0.25,1.0,0.4,1,3,0
support_telecom_call_06,pricing_mentions,0.5,1.0,0.667,1,1,0
support_telecom_call_06,competitor_mentions,0.5,1.0,0.667,1,1,0
support_telecom_call_06,next_steps,0.5,1.0,0.667,1,1,0
support_telecom_call_07,objections,0.5,1.0,0.667,1,1,0
support_telecom_call_07,pricing_mentions,0.5,1.0,0.667,1,1,0
support_telecom_call_07,competitor_mentions,1.0,1.0,1.0,0,0,0
support_telecom_call_07,next_steps,0.5,1.0,0.667,1,1,0
support_telecom_call_08,objections,1.0,1.0,1.0,1,0,0
support_telecom_call_08,pricing_mentions,1.0,1.0,1.0,1,0,0
support_telecom_call_08,competitor_mentions,1.0,1.0,1.0,0,0,0
support_telecom_call_08,next_steps,0.5,1.0,0.667,1,1,0
support_telecom_call_09,objections,0.5,1.0,0.667,1,1,0
support_telecom_call_09,pricing_mentions,0.5,1.0,0.667,1,1,0
support_telecom_call_09,competitor_mentions,1.0,1.0,1.0,0,0,0
support_telecom_call_09,next_steps,0.5,1.0,0.667,1,1,0
ecommerce_retail_call_01,objections,1.0,1.0,1.0,1,0,0
ecommerce_retail_call_01,pricing_mentions,1.0,1.0,1.0,1,0,0
ecommerce_retail_call_01,competitor_mentions,1.0,1.0,1.0,1,0,0
ecommerce_retail_call_01,next_steps,0.5,1.0,0.667,1,1,0
ecommerce_retail_call_02,objections,0.333,1.0,0.5,1,2,0
ecommerce_retail_call_02,pricing_mentions,0.5,1.0,0.667,1,1,0
ecommerce_retail_call_02,competitor_mentions,1.0,1.0,1.0,0,0,0
ecommerce_retail_call_02,next_steps,0.5,1.0,0.667,1,1,0
ecommerce_retail_call_03,objections,1.0,1.0,1.0,1,0,0
ecommerce_retail_call_03,pricing_mentions,0.5,1.0,0.667,1,1,0
ecommerce_retail_call_03,competitor_mentions,1.0,1.0,1.0,0,0,0
ecommerce_retail_call_03,next_steps,0.5,1.0,0.667,1,1,0
ecommerce_retail_call_04,objections,0.25,1.0,0.4,1,3,0
ecommerce_retail_call_04,pricing_mentions,0.5,1.0,0.667,1,1,0
ecommerce_retail_call_04,competitor_mentions,0.5,1.0,0.667,1,1,0
ecommerce_retail_call_04,next_steps,0.5,1.0,0.667,1,1,0
ecommerce_retail_call_05,objections,0.25,1.0,0.4,1,3,0
ecommerce_retail_call_05,pricing_mentions,0.5,1.0,0.667,1,1,0
ecommerce_retail_call_05,competitor_mentions,0.5,1.0,0.667,1,1,0
ecommerce_retail_call_05,next_steps,0.5,1.0,0.667,1,1,0
ecommerce_retail_call_06,objections,0.5,1.0,0.667,1,1,0
ecommerce_retail_call_06,pricing_mentions,0.5,1.0,0.667,1,1,0
ecommerce_retail_call_06,competitor_mentions,1.0,1.0,1.0,1,0,0
ecommerce_retail_call_06,next_steps,0.5,1.0,0.667,1,1,0
ecommerce_retail_call_07,objections,0.5,1.0,0.667,1,1,0
ecommerce_retail_call_07,pricing_mentions,0.5,1.0,0.667,1,1,0
ecommerce_retail_call_07,competitor_mentions,1.0,1.0,1.0,0,0,0
ecommerce_retail_call_07,next_steps,0.5,1.0,0.667,1,1,0
ecommerce_retail_call_08,objections,0.333,1.0,0.5,1,2,0
ecommerce_retail_call_08,pricing_mentions,0.5,1.0,0.667,1,1,0
ecommerce_retail_call_08,competitor_mentions,0.5,1.0,0.667,1,1,0
ecommerce_retail_call_08,next_steps,0.5,1.0,0.667,1,1,0
ecommerce_retail_call_09,objections,0.333,1.0,0.5,1,2,0
ecommerce_retail_call_09,pricing_mentions,0.5,1.0,0.667,1,1,0
ecommerce_retail_call_09,competitor_mentions,1.0,1.0,1.0,0,0,0
ecommerce_retail_call_09,next_steps,0.5,1.0,0.667,1,1,0
auto_motors_call_01,objections,0.5,1.0,0.667,1,1,0
auto_motors_call_01,pricing_mentions,1.0,1.0,1.0,1,0,0
auto_motors_call_01,competitor_mentions,1.0,1.0,1.0,0,0,0
auto_motors_call_01,next_steps,0.0,0.0,0.0,0,0,1
auto_motors_call_02,objections,1.0,1.0,1.0,1,0,0
>>>>>>> Stashed changes
auto_motors_call_02,pricing_mentions,0.5,1.0,0.667,1,1,0
auto_motors_call_02,competitor_mentions,1.0,1.0,1.0,0,0,0
auto_motors_call_02,next_steps,0.5,1.0,0.667,1,1,0
auto_motors_call_03,objections,0.5,1.0,0.667,1,1,0
<<<<<<< Updated upstream
auto_motors_call_03,pricing_mentions,0.5,1.0,0.667,1,1,0
auto_motors_call_03,competitor_mentions,1.0,1.0,1.0,0,0,0
auto_motors_call_03,next_steps,0.5,1.0,0.667,1,1,0
auto_motors_call_04,objections,0.333,1.0,0.5,1,2,0
auto_motors_call_04,pricing_mentions,0.5,1.0,0.667,1,1,0
auto_motors_call_04,competitor_mentions,1.0,1.0,1.0,0,0,0
auto_motors_call_04,next_steps,0.5,1.0,0.667,1,1,0
auto_motors_call_05,objections,0.333,1.0,0.5,1,2,0
auto_motors_call_05,pricing_mentions,0.5,1.0,0.667,1,1,0
auto_motors_call_05,competitor_mentions,1.0,1.0,1.0,0,0,0
auto_motors_call_05,next_steps,0.5,1.0,0.667,1,1,0
auto_motors_call_06,objections,0.333,1.0,0.5,1,2,0
auto_motors_call_06,pricing_mentions,0.5,1.0,0.667,1,1,0
auto_motors_call_06,competitor_mentions,0.0,0.0,0.0,0,1,0
auto_motors_call_06,next_steps,0.0,0.0,0.0,0,2,1
auto_motors_call_07,objections,0.333,1.0,0.5,1,2,0
auto_motors_call_07,pricing_mentions,0.5,1.0,0.667,1,1,0
auto_motors_call_07,competitor_mentions,1.0,1.0,1.0,0,0,0
auto_motors_call_07,next_steps,0.5,1.0,0.667,1,1,0
auto_motors_call_08,objections,0.5,1.0,0.667,1,1,0
auto_motors_call_08,pricing_mentions,0.5,1.0,0.667,1,1,0
auto_motors_call_08,competitor_mentions,1.0,1.0,1.0,1,0,0
auto_motors_call_08,next_steps,0.5,1.0,0.667,1,1,0
auto_motors_call_09,objections,0.333,1.0,0.5,1,2,0
auto_motors_call_09,pricing_mentions,0.5,1.0,0.667,1,1,0
auto_motors_call_09,competitor_mentions,1.0,1.0,1.0,1,0,0
auto_motors_call_09,next_steps,0.5,1.0,0.667,1,1,0
=======
auto_motors_call_03,pricing_mentions,1.0,1.0,1.0,1,0,0
auto_motors_call_03,competitor_mentions,1.0,1.0,1.0,0,0,0
auto_motors_call_03,next_steps,0.5,1.0,0.667,1,1,0
auto_motors_call_04,objections,0.5,1.0,0.667,1,1,0
auto_motors_call_04,pricing_mentions,0.5,1.0,0.667,1,1,0
auto_motors_call_04,competitor_mentions,1.0,1.0,1.0,0,0,0
auto_motors_call_04,next_steps,1.0,1.0,1.0,1,0,0
auto_motors_call_05,objections,0.5,1.0,0.667,1,1,0
auto_motors_call_05,pricing_mentions,0.5,1.0,0.667,1,1,0
auto_motors_call_05,competitor_mentions,1.0,1.0,1.0,0,0,0
auto_motors_call_05,next_steps,1.0,1.0,1.0,1,0,0
auto_motors_call_06,objections,0.5,1.0,0.667,1,1,0
auto_motors_call_06,pricing_mentions,0.333,1.0,0.5,1,2,0
auto_motors_call_06,competitor_mentions,0.0,0.0,0.0,0,1,0
auto_motors_call_06,next_steps,0.5,1.0,0.667,1,1,0
auto_motors_call_07,objections,0.5,1.0,0.667,1,1,0
auto_motors_call_07,pricing_mentions,1.0,1.0,1.0,1,0,0
auto_motors_call_07,competitor_mentions,1.0,1.0,1.0,0,0,0
auto_motors_call_07,next_steps,1.0,1.0,1.0,1,0,0
auto_motors_call_08,objections,1.0,1.0,1.0,1,0,0
auto_motors_call_08,pricing_mentions,0.5,1.0,0.667,1,1,0
auto_motors_call_08,competitor_mentions,1.0,1.0,1.0,1,0,0
auto_motors_call_08,next_steps,1.0,1.0,1.0,1,0,0
auto_motors_call_09,objections,0.5,1.0,0.667,1,1,0
auto_motors_call_09,pricing_mentions,1.0,1.0,1.0,1,0,0
auto_motors_call_09,competitor_mentions,1.0,1.0,1.0,1,0,0
auto_motors_call_09,next_steps,0.5,1.0,0.667,1,1,0
realty_properties_call_01,objections,0.5,1.0,0.667,1,1,0
realty_properties_call_01,pricing_mentions,0.333,1.0,0.5,1,2,0
realty_properties_call_01,competitor_mentions,1.0,1.0,1.0,0,0,0
realty_properties_call_01,next_steps,0.5,1.0,0.667,1,1,0
realty_properties_call_02,objections,0.5,1.0,0.667,1,1,0
realty_properties_call_02,pricing_mentions,0.5,1.0,0.667,1,1,0
realty_properties_call_02,competitor_mentions,1.0,1.0,1.0,1,0,0
realty_properties_call_02,next_steps,0.5,1.0,0.667,1,1,0
realty_properties_call_03,objections,0.333,1.0,0.5,1,2,0
realty_properties_call_03,pricing_mentions,0.5,1.0,0.667,1,1,0
realty_properties_call_03,competitor_mentions,0.5,1.0,0.667,1,1,0
realty_properties_call_03,next_steps,0.5,1.0,0.667,1,1,0
realty_properties_call_04,objections,0.5,1.0,0.667,1,1,0
realty_properties_call_04,pricing_mentions,0.5,1.0,0.667,1,1,0
realty_properties_call_04,competitor_mentions,1.0,1.0,1.0,0,0,0
realty_properties_call_04,next_steps,0.25,1.0,0.4,1,3,0
realty_properties_call_05,objections,0.25,1.0,0.4,1,3,0
realty_properties_call_05,pricing_mentions,0.5,1.0,0.667,1,1,0
realty_properties_call_05,competitor_mentions,1.0,1.0,1.0,0,0,0
realty_properties_call_05,next_steps,0.5,1.0,0.667,1,1,0
realty_properties_call_06,objections,0.2,1.0,0.333,1,4,0
realty_properties_call_06,pricing_mentions,0.333,1.0,0.5,1,2,0
realty_properties_call_06,competitor_mentions,0.5,1.0,0.667,1,1,0
realty_properties_call_06,next_steps,0.5,1.0,0.667,1,1,0
realty_properties_call_07,objections,0.333,1.0,0.5,1,2,0
realty_properties_call_07,pricing_mentions,0.5,1.0,0.667,1,1,0
realty_properties_call_07,competitor_mentions,0.5,1.0,0.667,1,1,0
realty_properties_call_07,next_steps,0.5,1.0,0.667,1,1,0
realty_properties_call_08,objections,0.5,1.0,0.667,1,1,0
realty_properties_call_08,pricing_mentions,0.5,1.0,0.667,1,1,0
realty_properties_call_08,competitor_mentions,1.0,1.0,1.0,0,0,0
realty_properties_call_08,next_steps,0.25,1.0,0.4,1,3,0
realty_properties_call_09,objections,0.5,1.0,0.667,1,1,0
realty_properties_call_09,pricing_mentions,0.5,1.0,0.667,1,1,0
realty_properties_call_09,competitor_mentions,1.0,1.0,1.0,0,0,0
realty_properties_call_09,next_steps,0.5,1.0,0.667,1,1,0
insurance_policy_call_01,objections,0.333,1.0,0.5,1,2,0
insurance_policy_call_01,pricing_mentions,0.5,1.0,0.667,1,1,0
insurance_policy_call_01,competitor_mentions,0.5,1.0,0.667,1,1,0
insurance_policy_call_01,next_steps,0.5,1.0,0.667,1,1,0
insurance_policy_call_02,objections,0.5,1.0,0.667,1,1,0
insurance_policy_call_02,pricing_mentions,0.5,1.0,0.667,1,1,0
insurance_policy_call_02,competitor_mentions,1.0,1.0,1.0,0,0,0
insurance_policy_call_02,next_steps,0.5,1.0,0.667,1,1,0
insurance_policy_call_03,objections,0.5,1.0,0.667,1,1,0
insurance_policy_call_03,pricing_mentions,0.5,1.0,0.667,1,1,0
insurance_policy_call_03,competitor_mentions,1.0,1.0,1.0,0,0,0
insurance_policy_call_03,next_steps,0.5,1.0,0.667,1,1,0
insurance_policy_call_04,objections,0.5,1.0,0.667,1,1,0
insurance_policy_call_04,pricing_mentions,0.5,1.0,0.667,1,1,0
insurance_policy_call_04,competitor_mentions,1.0,1.0,1.0,0,0,0
insurance_policy_call_04,next_steps,0.5,1.0,0.667,1,1,0
insurance_policy_call_05,objections,1.0,1.0,1.0,1,0,0
insurance_policy_call_05,pricing_mentions,0.5,1.0,0.667,1,1,0
insurance_policy_call_05,competitor_mentions,1.0,1.0,1.0,0,0,0
insurance_policy_call_05,next_steps,0.5,1.0,0.667,1,1,0
insurance_policy_call_06,objections,1.0,1.0,1.0,1,0,0
insurance_policy_call_06,pricing_mentions,0.5,1.0,0.667,1,1,0
insurance_policy_call_06,competitor_mentions,1.0,1.0,1.0,0,0,0
insurance_policy_call_06,next_steps,0.5,1.0,0.667,1,1,0
insurance_policy_call_07,objections,1.0,1.0,1.0,1,0,0
insurance_policy_call_07,pricing_mentions,0.5,1.0,0.667,1,1,0
insurance_policy_call_07,competitor_mentions,1.0,1.0,1.0,0,0,0
insurance_policy_call_07,next_steps,0.5,1.0,0.667,1,1,0
insurance_policy_call_08,objections,1.0,1.0,1.0,1,0,0
insurance_policy_call_08,pricing_mentions,0.5,1.0,0.667,1,1,0
insurance_policy_call_08,competitor_mentions,1.0,1.0,1.0,0,0,0
insurance_policy_call_08,next_steps,0.5,1.0,0.667,1,1,0
insurance_policy_call_09,objections,1.0,1.0,1.0,1,0,0
insurance_policy_call_09,pricing_mentions,0.5,1.0,0.667,1,1,0
insurance_policy_call_09,competitor_mentions,1.0,1.0,1.0,0,0,0
insurance_policy_call_09,next_steps,0.5,1.0,0.667,1,1,0
am_renewal_call_01,objections,0.25,1.0,0.4,1,3,0
am_renewal_call_01,pricing_mentions,0.5,1.0,0.667,1,1,0
am_renewal_call_01,competitor_mentions,0.5,1.0,0.667,1,1,0
am_renewal_call_01,next_steps,0.25,1.0,0.4,1,3,0
am_renewal_call_02,objections,0.5,1.0,0.667,1,1,0
am_renewal_call_02,pricing_mentions,0.5,1.0,0.667,1,1,0
am_renewal_call_02,competitor_mentions,1.0,1.0,1.0,0,0,0
am_renewal_call_02,next_steps,0.5,1.0,0.667,1,1,0
am_renewal_call_03,objections,0.25,1.0,0.4,1,3,0
am_renewal_call_03,pricing_mentions,0.5,1.0,0.667,1,1,0
am_renewal_call_03,competitor_mentions,0.5,1.0,0.667,1,1,0
am_renewal_call_03,next_steps,0.5,1.0,0.667,1,1,0
am_renewal_call_04,objections,1.0,1.0,1.0,1,0,0
am_renewal_call_04,pricing_mentions,1.0,1.0,1.0,1,0,0
am_renewal_call_04,competitor_mentions,1.0,1.0,1.0,0,0,0
am_renewal_call_04,next_steps,0.5,1.0,0.667,1,1,0
am_renewal_call_05,objections,1.0,1.0,1.0,1,0,0
am_renewal_call_05,pricing_mentions,0.5,1.0,0.667,1,1,0
am_renewal_call_05,competitor_mentions,1.0,1.0,1.0,0,0,0
am_renewal_call_05,next_steps,0.5,1.0,0.667,1,1,0
am_renewal_call_06,objections,0.5,1.0,0.667,1,1,0
am_renewal_call_06,pricing_mentions,0.5,1.0,0.667,1,1,0
am_renewal_call_06,competitor_mentions,1.0,1.0,1.0,0,0,0
am_renewal_call_06,next_steps,0.25,1.0,0.4,1,3,0
am_renewal_call_07,objections,0.333,1.0,0.5,1,2,0
am_renewal_call_07,pricing_mentions,0.5,1.0,0.667,1,1,0
am_renewal_call_07,competitor_mentions,1.0,1.0,1.0,1,0,0
am_renewal_call_07,next_steps,0.5,1.0,0.667,1,1,0
am_renewal_call_08,objections,1.0,1.0,1.0,1,0,0
am_renewal_call_08,pricing_mentions,1.0,1.0,1.0,1,0,0
am_renewal_call_08,competitor_mentions,1.0,1.0,1.0,1,0,0
am_renewal_call_08,next_steps,0.5,1.0,0.667,1,1,0
am_renewal_call_09,objections,1.0,1.0,1.0,1,0,0
am_renewal_call_09,pricing_mentions,1.0,1.0,1.0,1,0,0
am_renewal_call_09,competitor_mentions,1.0,1.0,1.0,1,0,0
am_renewal_call_09,next_steps,0.5,1.0,0.667,1,1,0
talent_hiring_call_01,objections,0.5,1.0,0.667,1,1,0
talent_hiring_call_01,pricing_mentions,1.0,1.0,1.0,1,0,0
talent_hiring_call_01,competitor_mentions,1.0,1.0,1.0,1,0,0
talent_hiring_call_01,next_steps,0.5,1.0,0.667,1,1,0
talent_hiring_call_02,objections,0.5,1.0,0.667,1,1,0
talent_hiring_call_02,pricing_mentions,0.5,1.0,0.667,1,1,0
talent_hiring_call_02,competitor_mentions,1.0,1.0,1.0,0,0,0
talent_hiring_call_02,next_steps,0.5,1.0,0.667,1,1,0
talent_hiring_call_03,objections,0.5,1.0,0.667,1,1,0
talent_hiring_call_03,pricing_mentions,1.0,1.0,1.0,1,0,0
talent_hiring_call_03,competitor_mentions,1.0,1.0,1.0,1,0,0
talent_hiring_call_03,next_steps,0.5,1.0,0.667,1,1,0
talent_hiring_call_04,objections,0.5,1.0,0.667,1,1,0
talent_hiring_call_04,pricing_mentions,0.5,1.0,0.667,1,1,0
talent_hiring_call_04,competitor_mentions,0.0,0.0,0.0,0,1,0
talent_hiring_call_04,next_steps,0.5,1.0,0.667,1,1,0
talent_hiring_call_05,objections,1.0,1.0,1.0,1,0,0
talent_hiring_call_05,pricing_mentions,0.5,1.0,0.667,1,1,0
talent_hiring_call_05,competitor_mentions,1.0,1.0,1.0,0,0,0
talent_hiring_call_05,next_steps,0.5,1.0,0.667,1,1,0
talent_hiring_call_06,objections,0.5,1.0,0.667,1,1,0
talent_hiring_call_06,pricing_mentions,1.0,1.0,1.0,1,0,0
talent_hiring_call_06,competitor_mentions,1.0,1.0,1.0,1,0,0
talent_hiring_call_06,next_steps,1.0,1.0,1.0,1,0,0
talent_hiring_call_07,objections,0.5,1.0,0.667,1,1,0
talent_hiring_call_07,pricing_mentions,1.0,1.0,1.0,1,0,0
talent_hiring_call_07,competitor_mentions,1.0,1.0,1.0,1,0,0
talent_hiring_call_07,next_steps,0.5,1.0,0.667,1,1,0
talent_hiring_call_08,objections,0.5,1.0,0.667,1,1,0
talent_hiring_call_08,pricing_mentions,0.5,1.0,0.667,1,1,0
talent_hiring_call_08,competitor_mentions,1.0,1.0,1.0,0,0,0
talent_hiring_call_08,next_steps,0.5,1.0,0.667,1,1,0
talent_hiring_call_09,objections,0.5,1.0,0.667,1,1,0
talent_hiring_call_09,pricing_mentions,0.5,1.0,0.667,1,1,0
talent_hiring_call_09,competitor_mentions,0.0,0.0,0.0,0,1,0
talent_hiring_call_09,next_steps,0.5,1.0,0.667,1,1,0
>>>>>>> Stashed changes
